chart,version,package_path,installer_yaml,installer_oci_ref,publication_status,publication_receipt,published_digest,default_base,bases,base_count,rendered_yaml_paths,rendered_yaml_sha256s,external_requires_count,collector,transformers,public_catalog,proof_surface,chart_page,matrix_rows,setup_command,inspect_command,list_command
kyverno/kyverno,3.8.2,packages/kyverno/kyverno/3.8.2,packages/kyverno/kyverno/3.8.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno:3.8.2,published-receipt,runs/installer-oci/kyverno-kyverno/3.8.2/installer-package-publication-receipt.yaml,0019bb5d14d3f0c4e01dd1b9fe6ac4d69f7ff9eb4352e5181892cdb35e66eef8,default,default,1,packages/kyverno/kyverno/3.8.2/bases/default/upstream.yaml,1596c72d8cde36995d7cd32ff3e953830da1763a59a25459c53ae4e4d425506d,0,no,0,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno:3.8.2 --base default --work-dir .tmp/demo/kyverno-kyverno-3-8-2-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno:3.8.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/kyverno-kyverno
linkerd/linkerd-crds,1.8.0,packages/linkerd/linkerd-crds/1.8.0,packages/linkerd/linkerd-crds/1.8.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/linkerd-linkerd-crds:1.8.0,published-receipt,runs/installer-oci/linkerd-linkerd-crds/1.8.0/installer-package-publication-receipt.yaml,770b6955ef2813a73f01b4641cfe80c890918cefeb0f0b29d546e63d9a3c5b42,default,default,1,packages/linkerd/linkerd-crds/1.8.0/bases/default/upstream.yaml,af01ee9087a17f0ffabc7b8c0d6969a8fddde7dde977264ee92e6b12cd8ea01b,0,no,0,yes,next80-proof-grade,site/charts/linkerd-linkerd-crds-1-8-0.html,2,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/linkerd-linkerd-crds:1.8.0 --base default --work-dir .tmp/demo/linkerd-linkerd-crds-1-8-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/linkerd-linkerd-crds:1.8.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/linkerd-linkerd-crds
longhorn/longhorn,1.11.2,packages/longhorn/longhorn/1.11.2,packages/longhorn/longhorn/1.11.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn:1.11.2,published-receipt,runs/installer-oci/longhorn-longhorn/1.11.2/installer-package-publication-receipt.yaml,b204441cb21bc29ac21ba5fa10c45f8ac8176c4d13b375edd2129d01481c58ea,default,default;ui-ingress,2,packages/longhorn/longhorn/1.11.2/bases/default/upstream.yaml;packages/longhorn/longhorn/1.11.2/bases/ui-ingress/upstream.yaml,4a2f739775a696f5d67db6adf1f99473c60a3f5adf308ceb3ccbf222435acd90;2f6508c2bc3f2a09e1ffcb8ec71282b3e2dd52e69fe8ca80fc90ab756f9b9298,0,no,0,yes,top20-catalog-supported,site/charts/longhorn-longhorn-1-11-2.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn:1.11.2 --base default --work-dir .tmp/demo/longhorn-longhorn-1-11-2-default --non-interactive --namespace longhorn-system,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn:1.11.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn
longhorn/longhorn,1.12.0,packages/longhorn/longhorn/1.12.0,packages/longhorn/longhorn/1.12.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn:1.12.0,published-receipt,runs/installer-oci/longhorn-longhorn/1.12.0/installer-package-publication-receipt.yaml,06a73e1d849b99b26da8c25ed683ffd3d6ce290b2a2feca1123d9c5ae7083a69,default,default,1,packages/longhorn/longhorn/1.12.0/bases/default/upstream.yaml,5297ce7e4c7d1dcbae7404f2b3348efcb4c2d4e1b11a140de98c81eb99fe07c7,0,no,0,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn:1.12.0 --base default --work-dir .tmp/demo/longhorn-longhorn-1-12-0-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn:1.12.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/longhorn-longhorn
metallb/metallb,0.16.1,packages/metallb/metallb/0.16.1,packages/metallb/metallb/0.16.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metallb-metallb:0.16.1,published-receipt,runs/installer-oci/metallb-metallb/0.16.1/installer-package-publication-receipt.yaml,a8dda85492c18543c1f541be8a6e803a270f89bc7d9001c87bbabe4bdd6b7070,default,default,1,packages/metallb/metallb/0.16.1/bases/default/upstream.yaml,430fb6a1ec84cd0b737106c4b87ac33d9734adb9fd337767a3161c90d7ae2d4e,0,no,0,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metallb-metallb:0.16.1 --base default --work-dir .tmp/demo/metallb-metallb-0-16-1-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metallb-metallb:0.16.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metallb-metallb
metrics-server/metrics-server,3.13.0,packages/metrics-server/metrics-server/3.13.0,packages/metrics-server/metrics-server/3.13.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.0,published-receipt,runs/installer-oci/metrics-server-metrics-server/3.13.0/installer-package-publication-receipt.yaml,10533c3e9e3d36c42145a97a5faf5b878db95aee76a3335e70671237265ca864,default,default;external-tls-ca,2,packages/metrics-server/metrics-server/3.13.0/bases/default/upstream.yaml;packages/metrics-server/metrics-server/3.13.0/bases/external-tls-ca/upstream.yaml,97514966a1917b1ae3b597ec3a32216d0a650db7cb56d472f4e722c69c869b51;03497dfa266c74cd3bdbf9f884e4d255ae0f24b426a030f6290c36505a1300a4,1,yes,2,yes,top20-catalog-supported,site/charts/metrics-server-metrics-server-3-13-0.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.0 --base default --work-dir .tmp/demo/metrics-server-metrics-server-3-13-0-default --non-interactive --namespace kube-system,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server
metrics-server/metrics-server,3.13.1,packages/metrics-server/metrics-server/3.13.1,packages/metrics-server/metrics-server/3.13.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.1,published-receipt,runs/installer-oci/metrics-server-metrics-server/3.13.1/installer-package-publication-receipt.yaml,dd108bf532abd76b79693826321835e7c79cb7982b7ec4b9c1fd709446f6b43a,default,default;external-tls-ca,2,packages/metrics-server/metrics-server/3.13.1/bases/default/upstream.yaml;packages/metrics-server/metrics-server/3.13.1/bases/external-tls-ca/upstream.yaml,ba425a0f2a88f25a0052c54d3cbfe143f399f5ee13e53e1d926d84f82066e93d;212865947af7715d777769dc65712ce8713c725c8ab9e805f8db55d2e345f537,1,yes,2,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.1 --base default --work-dir .tmp/demo/metrics-server-metrics-server-3-13-1-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server
minio-operator/operator,7.1.1,packages/minio-operator/operator/7.1.1,packages/minio-operator/operator/7.1.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-operator:7.1.1,published-receipt,runs/installer-oci/minio-operator-operator/7.1.1/installer-package-publication-receipt.yaml,030f54948db823e7cfce72fbcfabcbf331c14562d1efa4e06006866094c8895c,default,default,1,packages/minio-operator/operator/7.1.1/bases/default/upstream.yaml,3ac734cc8872f78365a7649830f706dc43341bba596b7ff266be2862f0f28b0a,0,no,0,yes,next80-proof-grade,site/charts/minio-operator-operator-7-1-1.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-operator:7.1.1 --base default --work-dir .tmp/demo/minio-operator-operator-7-1-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-operator:7.1.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-operator
minio-operator/tenant,7.1.1,packages/minio-operator/tenant/7.1.1,packages/minio-operator/tenant/7.1.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-tenant:7.1.1,published-receipt,runs/installer-oci/minio-operator-tenant/7.1.1/installer-package-publication-receipt.yaml,441c430b1e51b07ded0df36d4d23b065629aff376eff417542d6869d354fe129,default,default,1,packages/minio-operator/tenant/7.1.1/bases/default/upstream.yaml,4577edd3c6c83479b029c32a8e41e966b19ef3810e062c156c5c54850c4ab32a,1,yes,0,yes,next80-proof-grade,site/charts/minio-operator-tenant-7-1-1.html,2,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-tenant:7.1.1 --base default --work-dir .tmp/demo/minio-operator-tenant-7-1-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-tenant:7.1.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-tenant
nats/nack,0.34.0,packages/nats/nack/0.34.0,packages/nats/nack/0.34.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nack:0.34.0,published-receipt,runs/installer-oci/nats-nack/0.34.0/installer-package-publication-receipt.yaml,25239640536d4bce099cfa7600aca615d2b5df946f31979b2c3babe9dbe0f83f,default,default;no-crds,2,packages/nats/nack/0.34.0/bases/default/upstream.yaml;packages/nats/nack/0.34.0/bases/no-crds/upstream.yaml,3578a1e913da259083e95b1bca9492a5e1aac8ae270e2871eb05c5f0c5f6c3c9;2a0e96ea4834808a0b66545eb50b94c4dc773572f699c3acad3ef2d6649a152d,0,no,0,yes,next80-proof-grade,site/charts/nats-nack-0-34-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nack:0.34.0 --base default --work-dir .tmp/demo/nats-nack-0-34-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nack:0.34.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nack
nats/nats,2.14.0,packages/nats/nats/2.14.0,packages/nats/nats/2.14.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nats:2.14.0,published-receipt,runs/installer-oci/nats-nats/2.14.0/installer-package-publication-receipt.yaml,61a48732e9ae3cd77b6c4f5649eb506a2ea99ec528787138eed297ae5c3f685b,default,default;ha,2,packages/nats/nats/2.14.0/bases/default/upstream.yaml;packages/nats/nats/2.14.0/bases/ha/upstream.yaml,395344e7541927ec138080eda2a92f6ce69532966040ce5d689f9852a4cee8da;2d8fcfe5bea7f482e322fdba1cf800faedf835a13eef32d042e43ae6254d0a96,0,no,0,yes,next80-proof-grade,site/charts/nats-nats-2-14-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nats:2.14.0 --base default --work-dir .tmp/demo/nats-nats-2-14-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nats:2.14.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nats
nats/surveyor,0.20.9,packages/nats/surveyor/0.20.9,packages/nats/surveyor/0.20.9/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-surveyor:0.20.9,published-receipt,runs/installer-oci/nats-surveyor/0.20.9/installer-package-publication-receipt.yaml,d95148e94506b160a3caf87bc4ff9c666795f2d8c0a0bb0b5177aa54d741a9d6,default,default;default-reviewed,2,packages/nats/surveyor/0.20.9/bases/default/upstream.yaml;packages/nats/surveyor/0.20.9/bases/default-reviewed/upstream.yaml,c39b6dd56b5c2dfaedd3860e71d1eaaed9083354b35e4cef70eae6f9b982a7b1;c39b6dd56b5c2dfaedd3860e71d1eaaed9083354b35e4cef70eae6f9b982a7b1,0,no,0,yes,next80-proof-grade,site/charts/nats-surveyor-0-20-9.html,6,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-surveyor:0.20.9 --base default --work-dir .tmp/demo/nats-surveyor-0-20-9-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-surveyor:0.20.9,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-surveyor
