name,chart,version,base,catalog_layer,recipe_path,variant_path,values_profile,namespace,release_name,rendered_objects_path,package_base_path,installer_package_oci_ref,intent_path,render_parity,confighub_scan_ops,local_kind,gitops_oci_live,live_dual_parity,two_cluster_kind,variant_promotion,lifecycle_route_contract,lifecycle_route_count,gitops_route_count,lifecycle_contract_state,lifecycle_contract_reason,lifecycle_contract_next_action,declared_target_fact_count,target_requirement_count,target_fact_action_count,target_fact_contract_state,target_fact_contract_reason,target_fact_contract_next_action,confighub_change_state,setting_overlap_policy,source_repository_url
elastic-logstash-8-5-1-ha,elastic/logstash,8.5.1,ha,F2b,recipes/elastic/logstash/8.5.1,recipes/elastic/logstash/8.5.1/variants/ha/variant.yaml,recipes/elastic/logstash/8.5.1/effective-values-ha.yaml,default,logstash,recipes/elastic/logstash/8.5.1/revisions/ha/r001/rendered/release-objects.yaml,packages/elastic/logstash/8.5.1/bases/ha,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-logstash:8.5.1@sha256:7b0ea06aa627f8274346b8ef0291deaf4122f39c9fd69d65918638da56c5bba0,data/helm-render-intents/intents/elastic-logstash-8-5-1-ha.yaml,yes,yes,no,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://helm.elastic.co
elastic-metricbeat-8-5-1-default,elastic/metricbeat,8.5.1,default,F2a,recipes/elastic/metricbeat/8.5.1,recipes/elastic/metricbeat/8.5.1/variants/default/variant.yaml,recipes/elastic/metricbeat/8.5.1/effective-values.yaml,default,metricbeat,recipes/elastic/metricbeat/8.5.1/revisions/default/r001/rendered/release-objects.yaml,packages/elastic/metricbeat/8.5.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-metricbeat:8.5.1@sha256:a15a472ff9d737574859873f762075750ed91b75cbb1a22ff586fdf29df1a2bc,data/helm-render-intents/intents/elastic-metricbeat-8-5-1-default.yaml,yes,yes,no,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,2,attached-with-observed-actions,2 prerequisite declarations and 2 follow-up action records are attached.,,none-in-catalog-base,review-required,https://helm.elastic.co
external-dns-external-dns-1-21-1-default,external-dns/external-dns,1.21.1,default,F2a,recipes/external-dns/external-dns/1.21.1,recipes/external-dns/external-dns/1.21.1/variants/default/variant.yaml,recipes/external-dns/external-dns/1.21.1/effective-values.yaml,default,external-dns,recipes/external-dns/external-dns/1.21.1/revisions/default/r001/rendered/release-objects.yaml,packages/external-dns/external-dns/1.21.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns:1.21.1@sha256:0b2ebd9e293d1f1f0046860eef01bc55357f20b5be76b8ed24ac06cafd16dffd,data/helm-render-intents/intents/external-dns-external-dns-1-21-1-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/external-dns/
external-dns-external-dns-1-21-1-dry-run-txt-registry,external-dns/external-dns,1.21.1,dry-run-txt-registry,F2b,recipes/external-dns/external-dns/1.21.1,recipes/external-dns/external-dns/1.21.1/variants/dry-run-txt-registry/variant.yaml,recipes/external-dns/external-dns/1.21.1/effective-values-dry-run-txt-registry.yaml,default,external-dns,recipes/external-dns/external-dns/1.21.1/revisions/dry-run-txt-registry/r001/rendered/release-objects.yaml,packages/external-dns/external-dns/1.21.1/bases/dry-run-txt-registry,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns:1.21.1@sha256:0b2ebd9e293d1f1f0046860eef01bc55357f20b5be76b8ed24ac06cafd16dffd,data/helm-render-intents/intents/external-dns-external-dns-1-21-1-dry-run-txt-registry.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/external-dns/
external-dns-external-dns-1-21-1-no-crds,external-dns/external-dns,1.21.1,no-crds,F2b,recipes/external-dns/external-dns/1.21.1,recipes/external-dns/external-dns/1.21.1/variants/no-crds/variant.yaml,recipes/external-dns/external-dns/1.21.1/effective-values-no-crds.yaml,default,external-dns,recipes/external-dns/external-dns/1.21.1/revisions/no-crds/r001/rendered/release-objects.yaml,packages/external-dns/external-dns/1.21.1/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns:1.21.1@sha256:0b2ebd9e293d1f1f0046860eef01bc55357f20b5be76b8ed24ac06cafd16dffd,data/helm-render-intents/intents/external-dns-external-dns-1-21-1-no-crds.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/external-dns/
external-secrets-external-secrets-2-5-0-default,external-secrets/external-secrets,2.5.0,default,F2a,recipes/external-secrets/external-secrets/2.5.0,recipes/external-secrets/external-secrets/2.5.0/variants/default/variant.yaml,recipes/external-secrets/external-secrets/2.5.0/effective-values.yaml,external-secrets,external-secrets,recipes/external-secrets/external-secrets/2.5.0/revisions/default/r001/rendered/release-objects.yaml,packages/external-secrets/external-secrets/2.5.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.5.0@sha256:e4835f92ea97357cf269eabe966ca562cc46fd0f97e4dd18d52f72f0e07459b1,data/helm-render-intents/intents/external-secrets-external-secrets-2-5-0-default.yaml,yes,yes,yes,no,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://charts.external-secrets.io
external-secrets-external-secrets-2-5-0-no-crds,external-secrets/external-secrets,2.5.0,no-crds,F2b,recipes/external-secrets/external-secrets/2.5.0,recipes/external-secrets/external-secrets/2.5.0/variants/no-crds/variant.yaml,recipes/external-secrets/external-secrets/2.5.0/effective-values-no-crds.yaml,external-secrets,external-secrets,recipes/external-secrets/external-secrets/2.5.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/external-secrets/external-secrets/2.5.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.5.0@sha256:e4835f92ea97357cf269eabe966ca562cc46fd0f97e4dd18d52f72f0e07459b1,data/helm-render-intents/intents/external-secrets-external-secrets-2-5-0-no-crds.yaml,yes,yes,yes,no,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,24,24,0,attached,24 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.external-secrets.io
external-secrets-external-secrets-2-7-0-default,external-secrets/external-secrets,2.7.0,default,F2a,recipes/external-secrets/external-secrets/2.7.0,recipes/external-secrets/external-secrets/2.7.0/variants/default/variant.yaml,recipes/external-secrets/external-secrets/2.7.0/effective-values.yaml,external-secrets,external-secrets,recipes/external-secrets/external-secrets/2.7.0/revisions/default/r001/rendered/release-objects.yaml,packages/external-secrets/external-secrets/2.7.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.7.0@sha256:ee514659892b2222b8173cde2a1a39f2e9ec80c15862a7bd30b36c44fc8f24cb,data/helm-render-intents/intents/external-secrets-external-secrets-2-7-0-default.yaml,yes,todo,todo,no,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://charts.external-secrets.io
external-secrets-external-secrets-2-7-0-no-crds,external-secrets/external-secrets,2.7.0,no-crds,F2b,recipes/external-secrets/external-secrets/2.7.0,recipes/external-secrets/external-secrets/2.7.0/variants/no-crds/variant.yaml,recipes/external-secrets/external-secrets/2.7.0/effective-values-no-crds.yaml,external-secrets,external-secrets,recipes/external-secrets/external-secrets/2.7.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/external-secrets/external-secrets/2.7.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.7.0@sha256:ee514659892b2222b8173cde2a1a39f2e9ec80c15862a7bd30b36c44fc8f24cb,data/helm-render-intents/intents/external-secrets-external-secrets-2-7-0-no-crds.yaml,yes,todo,todo,no,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,25,25,0,attached,25 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.external-secrets.io
external-secrets-external-secrets-2-8-0-default,external-secrets/external-secrets,2.8.0,default,F2a,recipes/external-secrets/external-secrets/2.8.0,recipes/external-secrets/external-secrets/2.8.0/variants/default/variant.yaml,recipes/external-secrets/external-secrets/2.8.0/effective-values.yaml,external-secrets,external-secrets,recipes/external-secrets/external-secrets/2.8.0/revisions/default/r001/rendered/release-objects.yaml,packages/external-secrets/external-secrets/2.8.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.8.0@sha256:4dbc97da60b9cda5fa85a8c69d06abff3edb71c0f9ab35fb8b393d2e14cc8dcc,data/helm-render-intents/intents/external-secrets-external-secrets-2-8-0-default.yaml,yes,todo,todo,no,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://charts.external-secrets.io
external-secrets-external-secrets-2-8-0-no-crds,external-secrets/external-secrets,2.8.0,no-crds,F2b,recipes/external-secrets/external-secrets/2.8.0,recipes/external-secrets/external-secrets/2.8.0/variants/no-crds/variant.yaml,recipes/external-secrets/external-secrets/2.8.0/effective-values-no-crds.yaml,external-secrets,external-secrets,recipes/external-secrets/external-secrets/2.8.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/external-secrets/external-secrets/2.8.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.8.0@sha256:4dbc97da60b9cda5fa85a8c69d06abff3edb71c0f9ab35fb8b393d2e14cc8dcc,data/helm-render-intents/intents/external-secrets-external-secrets-2-8-0-no-crds.yaml,yes,todo,todo,no,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,26,26,0,attached,26 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.external-secrets.io
fairwinds-stable-goldilocks-10-3-0-default,fairwinds-stable/goldilocks,10.3.0,default,F2a,recipes/fairwinds-stable/goldilocks/10.3.0,recipes/fairwinds-stable/goldilocks/10.3.0/variants/default/variant.yaml,recipes/fairwinds-stable/goldilocks/10.3.0/effective-values.yaml,default,goldilocks,recipes/fairwinds-stable/goldilocks/10.3.0/revisions/default/r001/rendered/release-objects.yaml,packages/fairwinds-stable/goldilocks/10.3.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-goldilocks:10.3.0@sha256:b3c1b089113fcb748f36b17d170a323b5fb24860329c3ccc4722b0533185263a,data/helm-render-intents/intents/fairwinds-stable-goldilocks-10-3-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.fairwinds.com/stable
fairwinds-stable-vpa-4-11-0-default,fairwinds-stable/vpa,4.11.0,default,F2a,recipes/fairwinds-stable/vpa/4.11.0,recipes/fairwinds-stable/vpa/4.11.0/variants/default/variant.yaml,recipes/fairwinds-stable/vpa/4.11.0/effective-values.yaml,default,vpa,recipes/fairwinds-stable/vpa/4.11.0/revisions/default/r001/rendered/release-objects.yaml,packages/fairwinds-stable/vpa/4.11.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-vpa:4.11.0@sha256:b5669df2a3cf5747b42de4d4ae6bb441d635dbee6eba063fd39568bd8fd42b61,data/helm-render-intents/intents/fairwinds-stable-vpa-4-11-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://charts.fairwinds.com/stable
fairwinds-stable-vpa-4-11-0-no-crds,fairwinds-stable/vpa,4.11.0,no-crds,F2b,recipes/fairwinds-stable/vpa/4.11.0,recipes/fairwinds-stable/vpa/4.11.0/variants/no-crds/variant.yaml,recipes/fairwinds-stable/vpa/4.11.0/effective-values-no-crds.yaml,default,vpa,recipes/fairwinds-stable/vpa/4.11.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/fairwinds-stable/vpa/4.11.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-vpa:4.11.0@sha256:b5669df2a3cf5747b42de4d4ae6bb441d635dbee6eba063fd39568bd8fd42b61,data/helm-render-intents/intents/fairwinds-stable-vpa-4-11-0-no-crds.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,3,3,0,attached,3 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.fairwinds.com/stable
falcosecurity-falco-9-0-0-default,falcosecurity/falco,9.0.0,default,F2a,recipes/falcosecurity/falco/9.0.0,recipes/falcosecurity/falco/9.0.0/variants/default/variant.yaml,recipes/falcosecurity/falco/9.0.0/effective-values.yaml,default,falco,recipes/falcosecurity/falco/9.0.0/revisions/default/r001/rendered/release-objects.yaml,packages/falcosecurity/falco/9.0.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falco:9.0.0@sha256:9f37a47ba415f04fe54ae85f9df315f907d54d6666ebb999378d9f1239e870ea,data/helm-render-intents/intents/falcosecurity-falco-9-0-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://falcosecurity.github.io/charts
falcosecurity-falcosidekick-0-13-1-default,falcosecurity/falcosidekick,0.13.1,default,F2a,recipes/falcosecurity/falcosidekick/0.13.1,recipes/falcosecurity/falcosidekick/0.13.1/variants/default/variant.yaml,recipes/falcosecurity/falcosidekick/0.13.1/effective-values.yaml,default,falcosidekick,recipes/falcosecurity/falcosidekick/0.13.1/revisions/default/r001/rendered/release-objects.yaml,packages/falcosecurity/falcosidekick/0.13.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falcosidekick:0.13.1@sha256:3f6737c13e9d850683ee9d3f9944e08eca634b4e85876b8dfaf18552ae34bae9,data/helm-render-intents/intents/falcosecurity-falcosidekick-0-13-1-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://falcosecurity.github.io/charts
